Fastanúmer;Svæði;Brunabótamat;Lóðamat;Fasteignamat2016;Fasteignamat2017
2246682;Hafnarfjörður;31630000;3180000;28850000;31500000
2246852;Hafnarfjörður;31800000;3380000;29950000;33000000
2274799;Hafnarfjörður;34300000;3100000;31900000;34900000
2274800;Hafnarfjörður;25600000;2390000;24650000;27150000
2354625;Hafnarfjörður;;2270000;8050000;9150000
2275039;Hafnarfjörður;33800000;3590000;35050000;38850000
2275049;Hafnarfjörður;21650000;2000000;20200000;22400000
2275069;Hafnarfjörður;29170000;2390000;25400000;28300000
2275041;Hafnarfjörður;27650000;3180000;29550000;32750000
2275068;Hafnarfjörður;33020000;2700000;28500000;31750000
2275048;Hafnarfjörður;32570000;2630000;27300000;30050000
2275065;Hafnarfjörður;20400000;1955000;19900000;22250000
2275066;Hafnarfjörður;27070000;2220000;23400000;26050000
2275067;Hafnarfjörður;32570000;2670000;28000000;31100000
2275050;Hafnarfjörður;20450000;1925000;19450000;21600000
2247371;Hafnarfjörður;20150000;2420000;21000000;23450000
2247374;Hafnarfjörður;24700000;2790000;24500000;27150000
2247375;Hafnarfjörður;33650000;3530000;31700000;34900000
2247370;Hafnarfjörður;33600000;3530000;31400000;34700000
2247377;Hafnarfjörður;31950000;3530000;31400000;34700000
2247373;Hafnarfjörður;33650000;3530000;31700000;34900000
2247372;Hafnarfjörður;33900000;3560000;31700000;35000000
2247369;Hafnarfjörður;33100000;3530000;31700000;34900000
2275335;Hafnarfjörður;25470000;2540000;23800000;26500000
2275331;Hafnarfjörður;33720000;3400000;31450000;34750000
2275336;Hafnarfjörður;22970000;2300000;21750000;24250000
2275332;Hafnarfjörður;25870000;2650000;24800000;27600000
2275330;Hafnarfjörður;28970000;2950000;27450000;30450000
2275321;Hafnarfjörður;30620000;3100000;28750000;31850000
2275333;Hafnarfjörður;23120000;2310000;21800000;24300000
2275334;Hafnarfjörður;25570000;2550000;23900000;26600000
2275324;Hafnarfjörður;27100000;3090000;27800000;30850000
2275325;Hafnarfjörður;25700000;2960000;26650000;29600000
2275329;Hafnarfjörður;35870000;3670000;33850000;37450000
2275323;Hafnarfjörður;34020000;3400000;31450000;34700000
2275322;Hafnarfjörður;22050000;2590000;23300000;25900000
2247699;Hafnarfjörður;32300000;3390000;30100000;33250000
2247703;Hafnarfjörður;33500000;3490000;31350000;34450000
2247702;Hafnarfjörður;32400000;3420000;30700000;33800000
2247700;Hafnarfjörður;30900000;3250000;28850000;31900000
2247701;Hafnarfjörður;33500000;3490000;31350000;34450000
2275538;Hafnarfjörður;31950000;3490000;32800000;36200000
2275741;Hafnarfjörður;40320000;2810000;28900000;31900000
2275735;Hafnarfjörður;27350000;2180000;21850000;24200000
2275739;Hafnarfjörður;24800000;2030000;20300000;22500000
2275736;Hafnarfjörður;26500000;2150000;21500000;23850000
2275740;Hafnarfjörður;41170000;2910000;29800000;32750000
2275737;Hafnarfjörður;26700000;2170000;21700000;24000000
2275743;Hafnarfjörður;27450000;2200000;22050000;24450000
2275742;Hafnarfjörður;27150000;2180000;21850000;24250000
2275738;Hafnarfjörður;35970000;2530000;26150000;28800000
2248940;Hafnarfjörður;22650000;2590000;23000000;25500000
2248926;Hafnarfjörður;24100000;2900000;24900000;27550000
2248920;Hafnarfjörður;24950000;2960000;27250000;30200000
2248921;Hafnarfjörður;23850000;2960000;27250000;30200000
2249723;Hafnarfjörður;25650000;2870000;25450000;28150000
2249714;Hafnarfjörður;25350000;2870000;25200000;27950000
2249722;Hafnarfjörður;25600000;2870000;25450000;28150000
2249721;Hafnarfjörður;21350000;2510000;22300000;24750000
2250924;Hafnarfjörður;23500000;2930000;26000000;28800000
2250928;Hafnarfjörður;23500000;2930000;26000000;28800000
2250916;Hafnarfjörður;23500000;2930000;25750000;28600000
2250915;Hafnarfjörður;24400000;2930000;25700000;28550000
2250919;Hafnarfjörður;24300000;2930000;25700000;28550000
2250925;Hafnarfjörður;27150000;3300000;29300000;32300000
2250824;Hafnarfjörður;32600000;3520000;31950000;35150000
2250929;Hafnarfjörður;28100000;3300000;29300000;32300000
2250956;Hafnarfjörður;37200000;4140000;37650000;41450000
2250927;Hafnarfjörður;24300000;2930000;26000000;28750000
2250923;Hafnarfjörður;23450000;2930000;26000000;28750000
2250917;Hafnarfjörður;27000000;3280000;28800000;31900000
2250825;Hafnarfjörður;28750000;3210000;28500000;31450000
2250918;Hafnarfjörður;28100000;3290000;28800000;31900000
2250920;Hafnarfjörður;23300000;2940000;25800000;28650000
2277767;Hafnarfjörður;33020000;2630000;27600000;30400000
2251243;Hafnarfjörður;30700000;3430000;31500000;34800000
2251241;Hafnarfjörður;36260000;3850000;34150000;37350000
2277786;Hafnarfjörður;32920000;2710000;28550000;31500000
2277785;Hafnarfjörður;29420000;2420000;24950000;27650000
2251236;Hafnarfjörður;30200000;3560000;31200000;34650000
2251235;Hafnarfjörður;22150000;2540000;22700000;25200000
2251253;Hafnarfjörður;37480000;4080000;37600000;41200000
2251242;Hafnarfjörður;30700000;3430000;31500000;34800000
2251240;Hafnarfjörður;39100000;3850000;35450000;38750000
2277914;Hafnarfjörður;33700000;3030000;30600000;33750000
2277915;Hafnarfjörður;22500000;2180000;22100000;24600000
2251755;Hafnarfjörður;26150000;3100000;27150000;30100000
2277969;Hafnarfjörður;27310000;2180000;23600000;26650000
2277968;Hafnarfjörður;29910000;2520000;27150000;30500000
2277974;Hafnarfjörður;37410000;2990000;33000000;37050000
2251756;Hafnarfjörður;26150000;3100000;27150000;30100000
2277973;Hafnarfjörður;26760000;2180000;23800000;26950000
2277967;Hafnarfjörður;37560000;2990000;32750000;36650000
2277972;Hafnarfjörður;27350000;2520000;26600000;30000000
2277971;Hafnarfjörður;37510000;3000000;33050000;37100000
2277970;Hafnarfjörður;37110000;2970000;32500000;36350000
2278459;Hafnarfjörður;33320000;2760000;28900000;32000000
2278460;Hafnarfjörður;24820000;2090000;22200000;24800000
2278458;Hafnarfjörður;30620000;2610000;27150000;30000000
2254127;Hafnarfjörður;29300000;3190000;28550000;31450000
2254126;Hafnarfjörður;29200000;3180000;28150000;31150000
2279182;Hafnarfjörður;26000000;2200000;22300000;24650000
2254191;Hafnarfjörður;25550000;2940000;25800000;28600000
2254129;Hafnarfjörður;22750000;2750000;24650000;27350000
2254168;Hafnarfjörður;27750000;3280000;30050000;33050000
2254169;Hafnarfjörður;31730000;3350000;31500000;34650000
2254196;Hafnarfjörður;28700000;3130000;27500000;30500000
2254172;Hafnarfjörður;31680000;3370000;31700000;34850000
2254195;Hafnarfjörður;25900000;2980000;26100000;29000000
2279192;Hafnarfjörður;29300000;2600000;26900000;29600000
2254130;Hafnarfjörður;22800000;2770000;24900000;27600000
2254165;Hafnarfjörður;31630000;3310000;31100000;34250000
2254166;Hafnarfjörður;25930000;2750000;26050000;28800000
2254192;Hafnarfjörður;25600000;2940000;25750000;28550000
2279180;Hafnarfjörður;41350000;3400000;37350000;40800000
2279190;Hafnarfjörður;24100000;2230000;22500000;24900000
2254194;Hafnarfjörður;28300000;3250000;28500000;31550000
2254197;Hafnarfjörður;25850000;2960000;26000000;28850000
2254128;Hafnarfjörður;29150000;3260000;29200000;32250000
2279193;Hafnarfjörður;24100000;2210000;22500000;24950000
2254167;Hafnarfjörður;26080000;2760000;26150000;28900000
2279181;Hafnarfjörður;24200000;2170000;22000000;24300000
2254190;Hafnarfjörður;28700000;3220000;28300000;31300000
2279191;Hafnarfjörður;33350000;2900000;29950000;32850000
2279287;Hafnarfjörður;35840000;2940000;30500000;33650000
2254248;Hafnarfjörður;28340000;3330000;29800000;32550000
2254235;Hafnarfjörður;19650000;2430000;21500000;24000000
2254249;Hafnarfjörður;19650000;2430000;21750000;24150000
2254236;Hafnarfjörður;24850000;2860000;25350000;28150000
2254198;Hafnarfjörður;28900000;3250000;28500000;31600000
2254234;Hafnarfjörður;23450000;2860000;25350000;28150000
2279284;Hafnarfjörður;25100000;2190000;22200000;24550000
2254200;Hafnarfjörður;25500000;2970000;26350000;29150000
2254203;Hafnarfjörður;28900000;3250000;28850000;31800000
2254201;Hafnarfjörður;27850000;3190000;28250000;31200000
2254199;Hafnarfjörður;28950000;3250000;28850000;31800000
2279286;Hafnarfjörður;34400000;3110000;31400000;34500000
2254250;Hafnarfjörður;28340000;3330000;29800000;32550000
2254202;Hafnarfjörður;25900000;2960000;26300000;29050000
2254237;Hafnarfjörður;23450000;2860000;25350000;28150000
2254232;Hafnarfjörður;25950000;3130000;27700000;30750000
2254233;Hafnarfjörður;23450000;2860000;25350000;28150000
2279285;Hafnarfjörður;23800000;2090000;21150000;23450000
2279288;Hafnarfjörður;25750000;2400000;24250000;26900000
2254273;Hafnarfjörður;25100000;2710000;24250000;26850000
2254274;Hafnarfjörður;24650000;2790000;25550000;28200000
2254251;Hafnarfjörður;28760000;3390000;30350000;33100000
2254538;Hafnarfjörður;21900000;2540000;22700000;25200000
2254540;Hafnarfjörður;26550000;3020000;27000000;29850000
2254528;Hafnarfjörður;24930000;2970000;26350000;28900000
2254530;Hafnarfjörður;27000000;3020000;26700000;29650000
2254529;Hafnarfjörður;25950000;3040000;26900000;29850000
2254539;Hafnarfjörður;30580000;3420000;30650000;33450000
2255970;Hafnarfjörður;25800000;2670000;23150000;25750000
2280038;Hafnarfjörður;25650000;2910000;25800000;28700000
2255984;Hafnarfjörður;29110000;2580000;23300000;25900000
2280036;Hafnarfjörður;34500000;3780000;34300000;37800000
2256015;Hafnarfjörður;30010000;2630000;23950000;26500000
2255969;Hafnarfjörður;25250000;2590000;22500000;25050000
2256013;Hafnarfjörður;30360000;2670000;24300000;26950000
2255967;Hafnarfjörður;39410000;3570000;31750000;35050000
2255986;Hafnarfjörður;26960000;2370000;21450000;23950000
2256014;Hafnarfjörður;29960000;2600000;23750000;26300000
2256010;Hafnarfjörður;41310000;3570000;32100000;35300000
2255968;Hafnarfjörður;25800000;2670000;23150000;25750000
2256009;Hafnarfjörður;30010000;2600000;23750000;26300000
2280039;Hafnarfjörður;24850000;2860000;25400000;28250000
2280037;Hafnarfjörður;21850000;2590000;23000000;25650000
2256016;Hafnarfjörður;29810000;2580000;23550000;26100000
2255987;Hafnarfjörður;29460000;2640000;23750000;26450000
2255971;Hafnarfjörður;25300000;2600000;22550000;25150000
2255985;Hafnarfjörður;39060000;3570000;31750000;35050000
2256007;Hafnarfjörður;41310000;3570000;32100000;35300000
2256008;Hafnarfjörður;27560000;2380000;21750000;24200000
2280396;Hafnarfjörður;34170000;3740000;34850000;38450000
2280397;Hafnarfjörður;23170000;2610000;24650000;27500000
2280398;Hafnarfjörður;25820000;2930000;27550000;30650000
2280401;Hafnarfjörður;29670000;3300000;30850000;34100000
2280399;Hafnarfjörður;30370000;3380000;31600000;34900000
2280400;Hafnarfjörður;30370000;3380000;31600000;34900000
2280422;Hafnarfjörður;24870000;2780000;26350000;29350000
2258100;Hafnarfjörður;19000000;2810000;22800000;25450000
2280423;Hafnarfjörður;24870000;2780000;26350000;29350000
2280534;Hafnarfjörður;33830000;2640000;28100000;30900000
2280536;Hafnarfjörður;22800000;2150000;21750000;24200000
2280538;Hafnarfjörður;26450000;2430000;24550000;27250000
2280535;Hafnarfjörður;34030000;2740000;29050000;32050000
2280539;Hafnarfjörður;24750000;2270000;22950000;25450000
2280542;Hafnarfjörður;34180000;2740000;29150000;32150000
2280541;Hafnarfjörður;34480000;2760000;29300000;32300000
2280537;Hafnarfjörður;22900000;2160000;21850000;24250000
2280540;Hafnarfjörður;28680000;2310000;24150000;26750000
2280562;Hafnarfjörður;34580000;2760000;30100000;33350000
2280559;Hafnarfjörður;30030000;2420000;26000000;28950000
2280561;Hafnarfjörður;25600000;2310000;23950000;26650000
2280557;Hafnarfjörður;22850000;2180000;22600000;25200000
2280558;Hafnarfjörður;23300000;2180000;22700000;25250000
2280560;Hafnarfjörður;25000000;2270000;24100000;26800000
2262291;Hafnarfjörður;29600000;2650000;26650000;29450000
2262212;Hafnarfjörður;28450000;2730000;28400000;31150000
2262293;Hafnarfjörður;25950000;2400000;24400000;26900000
2262239;Hafnarfjörður;25620000;2280000;23850000;26500000
2262217;Hafnarfjörður;22770000;2130000;22200000;24600000
2262216;Hafnarfjörður;29370000;2730000;28150000;31050000
2262243;Hafnarfjörður;31120000;2730000;28900000;32000000
2262238;Hafnarfjörður;23820000;2140000;22400000;25000000
2262294;Hafnarfjörður;25550000;2350000;23850000;26300000
2262359;Hafnarfjörður;30150000;2740000;27500000;30350000
2262455;Hafnarfjörður;26050000;2370000;23600000;26100000
2262459;Hafnarfjörður;44460000;3140000;33300000;36300000
2262498;Hafnarfjörður;33850000;3010000;29250000;32100000
2262495;Hafnarfjörður;20000000;1930000;18800000;20800000
2262358;Hafnarfjörður;25150000;2380000;23900000;26450000
2262360;Hafnarfjörður;29850000;2740000;27800000;30550000
2262442;Hafnarfjörður;28500000;2620000;26150000;28800000
2262496;Hafnarfjörður;23400000;2210000;21500000;23800000
2262499;Hafnarfjörður;30050000;2660000;25900000;28500000
2262509;Hafnarfjörður;19700000;1950000;19000000;21100000
2262497;Hafnarfjörður;22900000;2190000;21300000;23550000
2262457;Hafnarfjörður;29280000;2400000;25250000;27850000
2262361;Hafnarfjörður;29000000;2640000;26850000;29500000
2262443;Hafnarfjörður;25850000;2340000;23300000;25750000
2262454;Hafnarfjörður;28700000;2650000;26450000;29150000
2262456;Hafnarfjörður;30900000;2690000;27450000;30250000
2262523;Hafnarfjörður;32080000;2520000;26050000;28650000
2262525;Hafnarfjörður;15600000;1590000;15450000;17300000
2262524;Hafnarfjörður;19300000;1935000;18850000;20950000
2262543;Hafnarfjörður;37280000;3030000;30800000;33800000
2255995;Hafnarfjörður;25100000;2580000;22350000;24900000
2255996;Hafnarfjörður;39160000;3570000;31750000;35050000
2263373;Hafnarfjörður;21950000;2130000;21150000;23600000
2263363;Hafnarfjörður;17400000;1775000;17450000;19500000
2263362;Hafnarfjörður;21300000;2140000;21000000;23350000
2263361;Hafnarfjörður;21950000;2130000;20950000;23300000
2263371;Hafnarfjörður;20250000;2010000;19900000;22250000
2263360;Hafnarfjörður;21600000;2140000;21000000;23350000
2263375;Hafnarfjörður;17400000;1775000;17900000;20100000
2263374;Hafnarfjörður;21300000;2140000;21600000;24100000
2263372;Hafnarfjörður;21600000;2140000;21200000;23650000
2266169;Hafnarfjörður;19850000;1960000;18900000;21100000
2072861;Hafnarfjörður;23050000;3020000;22200000;25100000
2072863;Hafnarfjörður;15400000;2140000;15750000;17950000
2072862;Hafnarfjörður;30770000;3790000;27900000;31150000
2072864;Hafnarfjörður;23050000;3010000;22200000;25100000
2072859;Hafnarfjörður;27250000;3440000;25350000;28550000
2072860;Hafnarfjörður;15250000;2140000;15750000;17950000
2073008;Hafnarfjörður;22100000;2930000;21100000;23850000
2073010;Hafnarfjörður;28690000;3610000;25950000;29000000
2073009;Hafnarfjörður;21800000;3330000;21400000;24200000
2073026;Hafnarfjörður;31500000;3620000;27300000;30700000
2073028;Hafnarfjörður;31380000;3480000;26300000;29600000
2073027;Hafnarfjörður;12700000;1950000;14200000;16250000
2073029;Hafnarfjörður;30690000;3620000;28300000;31800000
2073031;Hafnarfjörður;12950000;1950000;14350000;16500000
2073030;Hafnarfjörður;31360000;3470000;26850000;30250000
2073032;Hafnarfjörður;32280000;3630000;27750000;31250000
2073033;Hafnarfjörður;30580000;3480000;26300000;29650000
2073036;Hafnarfjörður;30480000;3470000;26000000;29300000
2073035;Hafnarfjörður;33060000;3620000;27900000;31350000
2267738;Hafnarfjörður;32950000;2900000;30850000;33850000
2267732;Hafnarfjörður;35000000;3020000;30300000;33250000
2267731;Hafnarfjörður;32700000;2880000;28850000;31700000
2267727;Hafnarfjörður;29650000;2830000;28100000;30900000
2267729;Hafnarfjörður;31500000;2970000;29450000;32400000
2267728;Hafnarfjörður;32150000;2970000;29450000;32400000
2073037;Hafnarfjörður;13100000;1960000;14250000;16350000
2267730;Hafnarfjörður;29750000;2830000;28100000;30900000
2073059;Hafnarfjörður;22950000;3130000;23250000;26250000
2285536;Hafnarfjörður;33400000;3020000;31900000;35600000
2073061;Hafnarfjörður;24140000;3180000;23350000;26150000
2285537;Hafnarfjörður;22700000;2240000;23600000;26600000
2073062;Hafnarfjörður;28290000;3230000;23800000;26650000
2073063;Hafnarfjörður;28110000;3480000;25900000;28950000
2268643;Hafnarfjörður;27780000;2380000;24900000;27550000
2268640;Hafnarfjörður;24480000;2080000;21900000;24250000
2073064;Hafnarfjörður;26930000;3470000;25750000;28800000
2268641;Hafnarfjörður;26850000;2490000;25300000;27900000
2268639;Hafnarfjörður;25000000;2330000;23600000;26050000
2268638;Hafnarfjörður;31780000;2650000;27600000;30400000
2268642;Hafnarfjörður;32230000;2750000;28600000;31650000
2268716;Hafnarfjörður;32580000;2730000;29550000;32750000
2268718;Hafnarfjörður;30950000;2740000;28200000;31100000
2268713;Hafnarfjörður;21450000;2060000;21650000;24150000
2073065;Hafnarfjörður;21000000;2860000;21050000;23850000
2268712;Hafnarfjörður;29280000;2440000;26450000;29350000
2268719;Hafnarfjörður;29900000;2740000;28200000;31100000
2073066;Hafnarfjörður;24800000;3250000;24100000;27000000
2269244;Hafnarfjörður;40400000;3030000;32600000;35700000
2269238;Hafnarfjörður;33300000;2900000;30850000;33850000
2269239;Hafnarfjörður;33250000;2900000;30850000;33850000
2269243;Hafnarfjörður;39550000;2940000;31150000;34250000
2269255;Hafnarfjörður;34100000;2890000;29600000;32450000
2269257;Hafnarfjörður;30050000;2650000;26600000;29300000
2269245;Hafnarfjörður;40400000;3030000;32600000;35700000
2073067;Hafnarfjörður;24700000;3230000;23750000;26600000
2269242;Hafnarfjörður;39550000;2940000;31150000;34250000
2269236;Hafnarfjörður;33050000;2850000;30000000;33000000
2269272;Hafnarfjörður;28800000;2610000;26700000;29400000
2269256;Hafnarfjörður;32450000;2800000;28750000;31550000
2269254;Hafnarfjörður;30300000;2600000;26400000;29100000
2269237;Hafnarfjörður;33050000;2840000;29900000;32900000
2269275;Hafnarfjörður;29100000;2610000;26150000;28800000
2269278;Hafnarfjörður;26250000;2370000;23750000;26300000
2269279;Hafnarfjörður;24150000;2270000;22700000;25200000
2269280;Hafnarfjörður;30400000;2650000;26600000;29350000
2073069;Hafnarfjörður;22750000;3130000;23200000;26200000
2269274;Hafnarfjörður;24050000;2230000;22300000;24700000
2269273;Hafnarfjörður;25850000;2310000;23100000;25550000
2073068;Hafnarfjörður;27550000;3480000;25850000;28900000
2269289;Hafnarfjörður;26600000;2310000;22950000;25400000
2269288;Hafnarfjörður;30700000;2610000;25850000;28500000
2269298;Hafnarfjörður;25150000;2280000;22850000;25250000
2269297;Hafnarfjörður;31600000;2670000;26750000;29450000
2269296;Hafnarfjörður;30550000;2600000;26100000;28750000
2073070;Hafnarfjörður;21450000;2860000;21300000;24100000
2269300;Hafnarfjörður;31300000;2690000;27000000;29750000
2269286;Hafnarfjörður;29150000;2600000;26350000;29000000
2269285;Hafnarfjörður;30350000;2650000;27500000;30200000
2269281;Hafnarfjörður;29250000;2600000;26050000;28800000
2269293;Hafnarfjörður;25800000;2280000;22600000;25050000
2269294;Hafnarfjörður;27300000;2360000;23400000;25950000
2269290;Hafnarfjörður;29900000;2600000;25750000;28450000
2269295;Hafnarfjörður;31550000;2690000;27300000;30150000
2269284;Hafnarfjörður;24250000;2270000;23500000;25900000
2269292;Hafnarfjörður;31600000;2670000;26450000;29250000
2269282;Hafnarfjörður;29900000;2690000;27850000;30650000
2269299;Hafnarfjörður;27300000;2360000;23650000;26100000
2269306;Hafnarfjörður;25600000;2360000;23900000;26450000
2269308;Hafnarfjörður;20550000;2030000;20600000;22900000
2269383;Hafnarfjörður;20750000;1995000;20250000;22450000
2269367;Hafnarfjörður;34100000;2940000;31250000;34300000
2269382;Hafnarfjörður;26200000;2490000;25250000;27850000
2073074;Hafnarfjörður;27600000;3490000;25700000;28700000
2269365;Hafnarfjörður;30700000;2720000;28600000;31500000
2269366;Hafnarfjörður;36200000;3130000;33250000;36450000
2073071;Hafnarfjörður;22000000;2890000;21250000;24050000
2269304;Hafnarfjörður;26900000;2490000;25250000;27850000
2269301;Hafnarfjörður;28750000;2610000;26450000;29100000
2073073;Hafnarfjörður;27530000;3480000;25600000;28650000
2269364;Hafnarfjörður;35000000;3080000;32450000;35600000
2269307;Hafnarfjörður;19850000;1955000;19800000;22050000
2269302;Hafnarfjörður;25250000;2310000;23450000;25950000
2073072;Hafnarfjörður;21900000;2880000;21200000;24000000
2269305;Hafnarfjörður;29450000;2690000;27300000;30150000
2269386;Hafnarfjörður;28050000;2600000;26400000;29050000
2269390;Hafnarfjörður;24350000;2360000;23900000;26500000
2269388;Hafnarfjörður;21200000;2080000;21150000;23450000
2269489;Hafnarfjörður;37800000;3000000;31550000;34650000
2269491;Hafnarfjörður;37500000;3050000;32400000;35550000
2269385;Hafnarfjörður;23950000;2290000;23250000;25700000
2269391;Hafnarfjörður;28150000;2700000;27350000;30250000
2269387;Hafnarfjörður;26300000;2530000;25700000;28400000
2269389;Hafnarfjörður;19400000;1945000;19750000;21950000
2269384;Hafnarfjörður;19250000;1895000;19250000;21350000
2073075;Hafnarfjörður;24050000;3210000;23350000;26150000
2073078;Hafnarfjörður;29380000;3490000;25750000;28700000
2073077;Hafnarfjörður;25900000;3210000;23450000;26250000
2073076;Hafnarfjörður;24650000;3230000;23750000;26550000
2073098;Hafnarfjörður;31360000;4010000;29550000;32950000
2073099;Hafnarfjörður;16200000;2290000;16850000;19150000
2073105;Hafnarfjörður;27160000;3890000;26500000;29600000
2073101;Hafnarfjörður;20260000;2760000;20350000;22800000
2073108;Hafnarfjörður;27310000;3570000;26000000;29050000
2073102;Hafnarfjörður;26910000;3530000;25950000;29050000
2073104;Hafnarfjörður;20960000;2770000;20400000;22900000
2073109;Hafnarfjörður;25900000;3510000;25850000;29100000
2270267;Hafnarfjörður;33850000;2890000;30100000;33100000
2073141;Hafnarfjörður;20500000;2630000;20500000;22850000
2270266;Hafnarfjörður;33500000;2840000;29250000;32250000
2073143;Hafnarfjörður;16500000;2680000;17150000;19500000
2073142;Hafnarfjörður;34250000;4110000;30250000;33800000
2073144;Hafnarfjörður;27550000;3450000;25350000;28400000
2073145;Hafnarfjörður;30250000;4100000;28000000;31500000
2073146;Hafnarfjörður;16600000;2690000;17250000;19600000
2287983;Hafnarfjörður;34210000;3790000;36350000;39900000
2287979;Hafnarfjörður;38160000;4210000;40150000;44000000
2287977;Hafnarfjörður;32010000;3580000;34350000;37800000
2073147;Hafnarfjörður;27450000;3440000;25300000;28350000
2287978;Hafnarfjörður;37510000;4230000;40400000;44300000
2287981;Hafnarfjörður;35060000;3890000;37200000;40800000
2287975;Hafnarfjörður;35060000;3900000;37350000;40950000
2287976;Hafnarfjörður;32910000;3640000;34900000;38350000
2287982;Hafnarfjörður;34510000;3830000;36650000;40200000
2287980;Hafnarfjörður;34460000;3830000;36700000;40250000
2073148;Hafnarfjörður;34300000;4110000;29950000;33450000
2288000;Hafnarfjörður;34960000;3850000;37950000;41800000
2073156;Hafnarfjörður;16450000;2290000;16850000;19200000
2073159;Hafnarfjörður;16850000;2340000;17050000;19400000
2073160;Hafnarfjörður;35050000;4110000;29950000;33450000
2287999;Hafnarfjörður;35660000;3930000;38750000;42600000
2073158;Hafnarfjörður;26950000;3440000;25050000;28050000
2270940;Hafnarfjörður;29950000;2610000;26500000;29200000
2270941;Hafnarfjörður;29900000;2600000;26350000;29050000
2271110;Hafnarfjörður;34000000;2830000;28100000;30900000
2271109;Hafnarfjörður;28750000;2510000;25800000;28350000
2073196;Hafnarfjörður;25900000;3480000;25950000;29250000
2271112;Hafnarfjörður;34200000;2890000;28700000;31550000
2271115;Hafnarfjörður;33950000;2900000;29050000;31900000
2073197;Hafnarfjörður;22550000;3490000;23400000;26400000
2271111;Hafnarfjörður;29750000;2580000;25550000;28200000
2271380;Hafnarfjörður;31500000;2810000;29900000;32900000
2271529;Hafnarfjörður;33340000;3240000;29650000;32800000
2073199;Hafnarfjörður;28460000;3490000;26100000;29150000
2073201;Hafnarfjörður;22150000;3080000;23250000;26150000
2073213;Hafnarfjörður;23600000;2550000;21300000;23700000
2073217;Hafnarfjörður;25850000;2720000;23050000;25500000
2073218;Hafnarfjörður;25800000;2720000;23000000;25450000
2073220;Hafnarfjörður;24900000;2630000;22000000;24450000
2073219;Hafnarfjörður;28350000;2910000;24350000;27000000
2073236;Hafnarfjörður;38200000;3460000;30450000;33300000
2073221;Hafnarfjörður;28350000;2910000;24350000;27000000
2073258;Hafnarfjörður;24650000;2620000;22350000;24800000
2073259;Hafnarfjörður;22950000;2490000;21350000;23650000
2073260;Hafnarfjörður;24850000;2670000;22800000;25350000
2073261;Hafnarfjörður;25850000;2800000;23950000;26550000
2073262;Hafnarfjörður;37000000;3740000;33200000;36150000
2073264;Hafnarfjörður;24750000;2660000;22950000;25450000
2073271;Hafnarfjörður;25356000;2510000;21500000;24000000
2291345;Hafnarfjörður;15700000;1350000;14200000;15900000
2073276;Hafnarfjörður;26809000;2750000;21750000;23950000
2274245;Hafnarfjörður;22500000;2160000;21800000;24250000
2274244;Hafnarfjörður;25350000;2430000;24600000;27200000
2274265;Hafnarfjörður;35480000;2740000;29350000;32600000
2274250;Hafnarfjörður;32840000;2760000;28650000;31650000
2274261;Hafnarfjörður;25440000;2160000;22800000;25400000
2274249;Hafnarfjörður;32540000;2740000;29100000;32100000
2073277;Hafnarfjörður;30009000;2950000;25000000;27700000
2274262;Hafnarfjörður;22950000;2170000;22600000;25150000
2274212;Hafnarfjörður;17200000;1650000;16550000;18400000
2274263;Hafnarfjörður;22950000;2170000;22600000;25150000
2274211;Hafnarfjörður;29050000;2590000;26500000;29200000
2274264;Hafnarfjörður;29290000;2430000;26150000;29000000
2274243;Hafnarfjörður;26300000;2430000;25100000;27750000
2274252;Hafnarfjörður;25350000;2430000;24600000;27200000
2274253;Hafnarfjörður;28280000;2160000;23250000;25750000
2274242;Hafnarfjörður;34040000;2760000;28650000;31650000
2291498;Hafnarfjörður;18950000;1630000;16800000;18700000
2291497;Hafnarfjörður;19150000;1630000;16800000;18700000
2291492;Hafnarfjörður;14950000;1360000;14150000;15800000
2291495;Hafnarfjörður;14800000;1325000;13650000;15300000
2291496;Hafnarfjörður;14800000;1325000;13650000;15300000
2073279;Hafnarfjörður;30359000;2920000;24750000;27400000
2291493;Hafnarfjörður;17400000;1540000;16050000;17850000
2073278;Hafnarfjörður;22609000;2410000;20000000;22300000
2073281;Hafnarfjörður;27159000;2620000;23000000;25350000
2291864;Hafnarfjörður;32260000;3590000;36150000;39550000
2291865;Hafnarfjörður;40810000;4380000;45750000;49750000
2291863;Hafnarfjörður;35060000;3940000;39450000;43150000
2291876;Hafnarfjörður;32610000;3630000;37550000;41250000
2291877;Hafnarfjörður;42920000;4380000;47900000;52350000
2291861;Hafnarfjörður;37110000;4120000;41250000;45000000
2073288;Hafnarfjörður;23750000;2390000;20000000;22250000
2275057;Hafnarfjörður;32320000;2650000;27600000;30500000
2073290;Hafnarfjörður;27700000;2680000;22650000;25150000
2275052;Hafnarfjörður;28350000;2550000;25800000;28450000
2275056;Hafnarfjörður;24100000;2230000;22500000;24950000
2275051;Hafnarfjörður;23900000;2180000;22000000;24350000
2275053;Hafnarfjörður;29500000;2700000;27300000;30150000
2275060;Hafnarfjörður;20400000;1955000;19750000;22000000
2275055;Hafnarfjörður;20400000;1955000;19750000;22000000
2275054;Hafnarfjörður;29370000;2390000;24900000;27550000
2275061;Hafnarfjörður;24100000;2230000;22500000;24950000
2292075;Hafnarfjörður;38830000;3620000;35400000;39450000
2275357;Hafnarfjörður;37520000;3760000;35400000;39100000
2275445;Hafnarfjörður;19800000;1845000;18650000;20750000
